codigo_municipio,nome_municipio,populacao,ano
3110202,Cajuri - MG,4002,2018
3110202,Cajuri - MG,3987,2019
3110202,Cajuri - MG,3974,2020
3110202,Cajuri - MG,3961,2021
3110202,Cajuri - MG,4088,2022
3110202,Cajuri - MG,4088,2023
3110301,Caldas - MG,13633,2010
3110301,Caldas - MG,13700,2011
3110301,Caldas - MG,13764,2012
3110301,Caldas - MG,14250,2013
3110301,Caldas - MG,14325,2014
3110301,Caldas - MG,14396,2015
3110301,Caldas - MG,14464,2016
3110301,Caldas - MG,14529,2017
3110301,Caldas - MG,14417,2018
3110301,Caldas - MG,14480,2019
3110301,Caldas - MG,14541,2020
3110301,Caldas - MG,14600,2021
3110301,Caldas - MG,14217,2022
3110301,Caldas - MG,14217,2023
3110400,Camacho - MG,3154,2010
3110400,Camacho - MG,3125,2011
3110400,Camacho - MG,3097,2012
3110400,Camacho - MG,3158,2013
3110400,Camacho - MG,3133,2014
3110400,Camacho - MG,3109,2015
3110400,Camacho - MG,3086,2016
3110400,Camacho - MG,3064,2017
3110400,Camacho - MG,2934,2018
3110400,Camacho - MG,2901,2019
3110400,Camacho - MG,2869,2020
3110400,Camacho - MG,2839,2021
3110400,Camacho - MG,2838,2022
3110400,Camacho - MG,2838,2023
3110509,Camanducaia - MG,21080,2010
3110509,Camanducaia - MG,21122,2011
3110509,Camanducaia - MG,21162,2012
3110509,Camanducaia - MG,21844,2013
3110509,Camanducaia - MG,21901,2014
3110509,Camanducaia - MG,21955,2015
3110509,Camanducaia - MG,22007,2016
3110509,Camanducaia - MG,22057,2017
3110509,Camanducaia - MG,21738,2018
3110509,Camanducaia - MG,21770,2019
3110509,Camanducaia - MG,21801,2020
3110509,Camanducaia - MG,21831,2021
3110509,Camanducaia - MG,26097,2022
3110509,Camanducaia - MG,26097,2023
3110608,Cambuí - MG,26488,2010
3110608,Cambuí - MG,26759,2011
3110608,Cambuí - MG,27020,2012
3110608,Cambuí - MG,28123,2013
3110608,Cambuí - MG,28402,2014
3110608,Cambuí - MG,28669,2015
3110608,Cambuí - MG,28924,2016
3110608,Cambuí - MG,29165,2017
3110608,Cambuí - MG,29278,2018
3110608,Cambuí - MG,29551,2019
3110608,Cambuí - MG,29814,2020
3110608,Cambuí - MG,30068,2021
3110608,Cambuí - MG,29536,2022
3110608,Cambuí - MG,29536,2023
3110707,Cambuquira - MG,12602,2010
3110707,Cambuquira - MG,12607,2011
3110707,Cambuquira - MG,12612,2012
3110707,Cambuquira - MG,12997,2013
3110707,Cambuquira - MG,13012,2014
3110707,Cambuquira - MG,13026,2015
3110707,Cambuquira - MG,13040,2016
3110707,Cambuquira - MG,13053,2017
3110707,Cambuquira - MG,12816,2018
3110707,Cambuquira - MG,12814,2019
3110707,Cambuquira - MG,12812,2020
3110707,Cambuquira - MG,12810,2021
3110707,Cambuquira - MG,12313,2022
3110707,Cambuquira - MG,12313,2023
3110806,Campanário - MG,3564,2010
3110806,Campanário - MG,3576,2011
3110806,Campanário - MG,3586,2012
3110806,Campanário - MG,3706,2013
3110806,Campanário - MG,3720,2014
3110806,Campanário - MG,3733,2015
3110806,Campanário - MG,3745,2016
3110806,Campanário - MG,3757,2017
3110806,Campanário - MG,3711,2018
3110806,Campanário - MG,3721,2019
3110806,Campanário - MG,3730,2020
3110806,Campanário - MG,3739,2021
3110806,Campanário - MG,2923,2022
3110806,Campanário - MG,2923,2023
3110905,Campanha - MG,15433,2010
3110905,Campanha - MG,15536,2011
3110905,Campanha - MG,15635,2012
3110905,Campanha - MG,16215,2013
3110905,Campanha - MG,16325,2014
3110905,Campanha - MG,16431,2015
3110905,Campanha - MG,16532,2016
3110905,Campanha - MG,16627,2017
3110905,Campanha - MG,16565,2018
3110905,Campanha - MG,16665,2019
3110905,Campanha - MG,16762,2020
3110905,Campanha - MG,16855,2021
3110905,Campanha - MG,15935,2022
3110905,Campanha - MG,15935,2023
3111002,Campestre - MG,20686,2010
3111002,Campestre - MG,20697,2011
3111002,Campestre - MG,20707,2012
3111002,Campestre - MG,21340,2013
3111002,Campestre - MG,21367,2014
3111002,Campestre - MG,21392,2015
3111002,Campestre - MG,21417,2016
3111002,Campestre - MG,21440,2017
3111002,Campestre - MG,21056,2018
3111002,Campestre - MG,21055,2019
3111002,Campestre - MG,21054,2020
3111002,Campestre - MG,21052,2021
3111002,Campestre - MG,20696,2022
3111002,Campestre - MG,20696,2023
3111101,Campina Verde - MG,19324,2010
3111101,Campina Verde - MG,19342,2011
3111101,Campina Verde - MG,19358,2012
3111101,Campina Verde - MG,19959,2013
3111101,Campina Verde - MG,19991,2014
3111101,Campina Verde - MG,20022,2015
3111101,Campina Verde - MG,20052,2016
3111101,Campina Verde - MG,20079,2017
3111101,Campina Verde - MG,19738,2018
3111101,Campina Verde - MG,19745,2019
3111101,Campina Verde - MG,19752,2020
3111101,Campina Verde - MG,19759,2021
3111101,Campina Verde - MG,18011,2022
3111101,Campina Verde - MG,18011,2023
3111150,Campo Azul - MG,3684,2010
3111150,Campo Azul - MG,3693,2011
3111150,Campo Azul - MG,3701,2012
3111150,Campo Azul - MG,3821,2013
3111150,Campo Azul - MG,3832,2014
3111150,Campo Azul - MG,3843,2015
3111150,Campo Azul - MG,3853,2016
3111150,Campo Azul - MG,3863,2017
3111150,Campo Azul - MG,3810,2018
3111150,Campo Azul - MG,3817,2019
3111150,Campo Azul - MG,3824,2020
3111150,Campo Azul - MG,3830,2021
3111150,Campo Azul - MG,3714,2022
3111150,Campo Azul - MG,3714,2023
3111200,Campo Belo - MG,51544,2010
3111200,Campo Belo - MG,51725,2011
3111200,Campo Belo - MG,51900,2012
3111200,Campo Belo - MG,53656,2013
3111200,Campo Belo - MG,53870,2014
3111200,Campo Belo - MG,54076,2015
3111200,Campo Belo - MG,54272,2016
3111200,Campo Belo - MG,54458,2017
3111200,Campo Belo - MG,53866,2018
3111200,Campo Belo - MG,54029,2019
3111200,Campo Belo - MG,54186,2020
3111200,Campo Belo - MG,54338,2021
3111200,Campo Belo - MG,52277,2022
3111200,Campo Belo - MG,52277,2023
3111309,Campo do Meio - MG,11476,2010
3111309,Campo do Meio - MG,11480,2011
3111309,Campo do Meio - MG,11483,2012
3111309,Campo do Meio - MG,11831,2013
3111309,Campo do Meio - MG,11844,2014
3111309,Campo do Meio - MG,11856,2015
3111309,Campo do Meio - MG,11867,2016
3111309,Campo do Meio - MG,11878,2017
3111309,Campo do Meio - MG,11658,2018
3111309,Campo do Meio - MG,11655,2019
3111309,Campo do Meio - MG,11651,2020
3111309,Campo do Meio - MG,11648,2021
3111309,Campo do Meio - MG,11377,2022
3111309,Campo do Meio - MG,11377,2023
3111408,Campo Florido - MG,6870,2010
3111408,Campo Florido - MG,6989,2011
3111408,Campo Florido - MG,7103,2012
3111408,Campo Florido - MG,7444,2013
3111408,Campo Florido - MG,7562,2014
3111408,Campo Florido - MG,7675,2015
3111408,Campo Florido - MG,7783,2016
3111408,Campo Florido - MG,7886,2017
3111408,Campo Florido - MG,8029,2018
3111408,Campo Florido - MG,8151,2019
3111408,Campo Florido - MG,8269,2020
3111408,Campo Florido - MG,8383,2021
3111408,Campo Florido - MG,8466,2022
3111408,Campo Florido - MG,8466,2023
3111507,Campos Altos - MG,14206,2010
3111507,Campos Altos - MG,14313,2011
3111507,Campos Altos - MG,14416,2012
3111507,Campos Altos - MG,14964,2013
3111507,Campos Altos - MG,15078,2014
3111507,Campos Altos - MG,15186,2015
3111507,Campos Altos - MG,15289,2016
3111507,Campos Altos - MG,15387,2017
3111507,Campos Altos - MG,15356,2018
3111507,Campos Altos - MG,15461,2019
3111507,Campos Altos - MG,15563,2020
3111507,Campos Altos - MG,15661,2021
3111507,Campos Altos - MG,12979,2022
3111507,Campos Altos - MG,12979,2023
3111606,Campos Gerais - MG,27600,2010
3111606,Campos Gerais - MG,27682,2011
3111606,Campos Gerais - MG,27760,2012
3111606,Campos Gerais - MG,28683,2013
3111606,Campos Gerais - MG,28783,2014
3111606,Campos Gerais - MG,28879,2015
3111606,Campos Gerais - MG,28970,2016
3111606,Campos Gerais - MG,29057,2017
3111606,Campos Gerais - MG,28703,2018
3111606,Campos Gerais - MG,28774,2019
3111606,Campos Gerais - MG,28842,2020
3111606,Campos Gerais - MG,28908,2021
3111606,Campos Gerais - MG,26105,2022
3111606,Campos Gerais - MG,26105,2023
3111705,Canaã - MG,4628,2010
3111705,Canaã - MG,4616,2011
3111705,Canaã - MG,4604,2012
3111705,Canaã - MG,4729,2013
3111705,Canaã - MG,4721,2014
3111705,Canaã - MG,4713,2015
3111705,Canaã - MG,4706,2016
3111705,Canaã - MG,4699,2017
3111705,Canaã - MG,4579,2018
3111705,Canaã - MG,4563,2019
3111705,Canaã - MG,4548,2020
3111705,Canaã - MG,4533,2021
3111705,Canaã - MG,4715,2022
3111705,Canaã - MG,4715,2023
3111804,Canápolis - MG,11365,2010
3111804,Canápolis - MG,11422,2011
3111804,Canápolis - MG,11476,2012
3111804,Canápolis - MG,11882,2013
3111804,Canápolis - MG,11945,2014
3111804,Canápolis - MG,12005,2015
3111804,Canápolis - MG,12062,2016
3111804,Canápolis - MG,12117,2017
3111804,Canápolis - MG,12025,2018
3111804,Canápolis - MG,12150,2019
3111804,Canápolis - MG,12201,2020
3111804,Canápolis - MG,12251,2021
3111804,Canápolis - MG,10608,2022
3111804,Canápolis - MG,10608,2023
3111903,Cana Verde - MG,5589,2010
3111903,Cana Verde - MG,5584,2011
3111903,Cana Verde - MG,5578,2012
3111903,Cana Verde - MG,5739,2013
3111903,Cana Verde - MG,5738,2014
3111903,Cana Verde - MG,5737,2015
3111903,Cana Verde - MG,5736,2016
3111903,Cana Verde - MG,5735,2017
3111903,Cana Verde - MG,5612,2018
3111903,Cana Verde - MG,5603,2019
3111903,Cana Verde - MG,5594,2020
3111903,Cana Verde - MG,5585,2021
3111903,Cana Verde - MG,5272,2022
3111903,Cana Verde - MG,5272,2023
3112000,Candeias - MG,14595,2010
3112000,Candeias - MG,14606,2011
3112000,Candeias - MG,14616,2012
3112000,Candeias - MG,15066,2013
3112000,Candeias - MG,15088,2014
3112000,Candeias - MG,15108,2015
3112000,Candeias - MG,15128,2016
3112000,Candeias - MG,15147,2017
3112000,Candeias - MG,14883,2018
3112000,Candeias - MG,14886,2019
3112000,Candeias - MG,14888,2020
3112000,Candeias - MG,14890,2021
3112000,Candeias - MG,14001,2022
3112000,Candeias - MG,14001,2023
3112059,Cantagalo - MG,4195,2010
3112059,Cantagalo - MG,4223,2011
3112059,Cantagalo - MG,4249,2012
3112059,Cantagalo - MG,4406,2013
3112059,Cantagalo - MG,4436,2014
3112059,Cantagalo - MG,4464,2015
3112059,Cantagalo - MG,4491,2016
3112059,Cantagalo - MG,4517,2017
3112059,Cantagalo - MG,4498,2018
3112059,Cantagalo - MG,4525,2019
3112059,Cantagalo - MG,4551,2020
3112059,Cantagalo - MG,4575,2021
3112059,Cantagalo - MG,3974,2022
3112059,Cantagalo - MG,3974,2023
3112109,Caparaó - MG,5209,2010
3112109,Caparaó - MG,5226,2011
3112109,Caparaó - MG,5241,2012
3112109,Caparaó - MG,5416,2013
3112109,Caparaó - MG,5435,2014
3112109,Caparaó - MG,5454,2015
3112109,Caparaó - MG,5472,2016
3112109,Caparaó - MG,5489,2017
3112109,Caparaó - MG,5424,2018
3112109,Caparaó - MG,5438,2019
3112109,Caparaó - MG,5451,2020
3112109,Caparaó - MG,5464,2021
3112109,Caparaó - MG,5048,2022
3112109,Caparaó - MG,5048,2023
3112208,Capela Nova - MG,4755,2010
3112208,Capela Nova - MG,4739,2011
3112208,Capela Nova - MG,4724,2012
3112208,Capela Nova - MG,4848,2013
3112208,Capela Nova - MG,4836,2014
3112208,Capela Nova - MG,4825,2015
3112208,Capela Nova - MG,4815,2016
3112208,Capela Nova - MG,4805,2017
3112208,Capela Nova - MG,4673,2018
3112208,Capela Nova - MG,4653,2019
3112208,Capela Nova - MG,4634,2020
3112208,Capela Nova - MG,4616,2021
3112208,Capela Nova - MG,4362,2022
3112208,Capela Nova - MG,4362,2023
3112307,Capelinha - MG,34803,2010
3112307,Capelinha - MG,35090,2011
3112307,Capelinha - MG,35368,2012
3112307,Capelinha - MG,36740,2013
3112307,Capelinha - MG,37041,2014
3112307,Capelinha - MG,37330,2015
3112307,Capelinha - MG,37606,2016
3112307,Capelinha - MG,37867,2017
3112307,Capelinha - MG,37856,2018
3112307,Capelinha - MG,37784,2019
3112307,Capelinha - MG,38057,2020
3112307,Capelinha - MG,38321,2021
3112307,Capelinha - MG,39626,2022
3112307,Capelinha - MG,39626,2023
3112406,Capetinga - MG,7089,2010
3112406,Capetinga - MG,7064,2011
3112406,Capetinga - MG,7039,2012
3112406,Capetinga - MG,7222,2013
3112406,Capetinga - MG,7203,2014
3112406,Capetinga - MG,7185,2015
3112406,Capetinga - MG,7168,2016
3112406,Capetinga - MG,7152,2017
3112406,Capetinga - MG,6952,2018
3112406,Capetinga - MG,6920,2019
3112406,Capetinga - MG,6890,2020
3112406,Capetinga - MG,6860,2021
3112406,Capetinga - MG,6562,2022
3112406,Capetinga - MG,6562,2023
3112505,Capim Branco - MG,8881,2010
3112505,Capim Branco - MG,8957,2011
3112505,Capim Branco - MG,9030,2012
3112505,Capim Branco - MG,9382,2013
3112505,Capim Branco - MG,9461,2014
3112505,Capim Branco - MG,9537,2015
3112505,Capim Branco - MG,9609,2016
3112505,Capim Branco - MG,9678,2017
3112505,Capim Branco - MG,9679,2018
3112505,Capim Branco - MG,9754,2019
3112505,Capim Branco - MG,9826,2020
3112505,Capim Branco - MG,9896,2021
3112505,Capim Branco - MG,10663,2022
3112505,Capim Branco - MG,10663,2023
3112604,Capinópolis - MG,15290,2010
3112604,Capinópolis - MG,15359,2011
3112604,Capinópolis - MG,15424,2012
3112604,Capinópolis - MG,15961,2013
3112604,Capinópolis - MG,16038,2014
3112604,Capinópolis - MG,16112,2015
3112604,Capinópolis - MG,16183,2016
3112604,Capinópolis - MG,16250,2017
3112604,Capinópolis - MG,16109,2018
3112604,Capinópolis - MG,16173,2019
3112604,Capinópolis - MG,16234,2020
3112604,Capinópolis - MG,16294,2021
3112604,Capinópolis - MG,14655,2022
3112604,Capinópolis - MG,14655,2023
3112653,Capitão Andrade - MG,4925,2010
3112653,Capitão Andrade - MG,4973,2011
3112653,Capitão Andrade - MG,5019,2012
3112653,Capitão Andrade - MG,5221,2013
3112653,Capitão Andrade - MG,5270,2014
3112653,Capitão Andrade - MG,5317,2015
3112653,Capitão Andrade - MG,5362,2016
3112653,Capitão Andrade - MG,5405,2017
3112653,Capitão Andrade - MG,5420,2018
3112653,Capitão Andrade - MG,5468,2019
3112653,Capitão Andrade - MG,5514,2020
3112653,Capitão Andrade - MG,5559,2021
3112653,Capitão Andrade - MG,4585,2022
3112653,Capitão Andrade - MG,4585,2023
3112703,Capitão Enéas - MG,14206,2010
3112703,Capitão Enéas - MG,14290,2011
3112703,Capitão Enéas - MG,14372,2012
3112703,Capitão Enéas - MG,14894,2013
3112703,Capitão Enéas - MG,14986,2014
3112703,Capitão Enéas - MG,15074,2015
3112703,Capitão Enéas - MG,15157,2016
3112703,Capitão Enéas - MG,15237,2017
3112703,Capitão Enéas - MG,15153,2018
3112703,Capitão Enéas - MG,15234,2019
3112703,Capitão Enéas - MG,15313,2020
3112703,Capitão Enéas - MG,15388,2021
3112703,Capitão Enéas - MG,14108,2022
3112703,Capitão Enéas - MG,14108,2023
3112802,Capitólio - MG,8183,2010
3112802,Capitólio - MG,8218,2011
3112802,Capitólio - MG,8251,2012
3112802,Capitólio - MG,8535,2013
3112802,Capitólio - MG,8574,2014
3112802,Capitólio - MG,8612,2015
3112802,Capitólio - MG,8648,2016
3112802,Capitólio - MG,8682,2017
3112802,Capitólio - MG,8601,2018
3112802,Capitólio - MG,8632,2019
3112802,Capitólio - MG,8663,2020
3112802,Capitólio - MG,8693,2021
3112802,Capitólio - MG,10380,2022
3112802,Capitólio - MG,10380,2023
3112901,Caputira - MG,9030,2010
3112901,Caputira - MG,9046,2011
3112901,Caputira - MG,9060,2012
3112901,Caputira - MG,9349,2013
3112901,Caputira - MG,9371,2014
3112901,Caputira - MG,9392,2015
3112901,Caputira - MG,9412,2016
3112901,Caputira - MG,9431,2017
3112901,Caputira - MG,9287,2018
3112901,Caputira - MG,9298,2019
3112901,Caputira - MG,9308,2020
3112901,Caputira - MG,9318,2021
3112901,Caputira - MG,8936,2022
3112901,Caputira - MG,8936,2023
3113008,Caraí - MG,22343,2010
3113008,Caraí - MG,22448,2011
3113008,Caraí - MG,22549,2012
3113008,Caraí - MG,23340,2013
3113008,Caraí - MG,23458,2014
3113008,Caraí - MG,23571,2015
3113008,Caraí - MG,23679,2016
3113008,Caraí - MG,23781,2017
3113008,Caraí - MG,23586,2018
3113008,Caraí - MG,23685,2019
3113008,Caraí - MG,23780,2020
3113008,Caraí - MG,23872,2021
3113008,Caraí - MG,19548,2022
3113008,Caraí - MG,19548,2023
3113107,Caranaíba - MG,3288,2010
3113107,Caranaíba - MG,3274,2011
3113107,Caranaíba - MG,3260,2012
3113107,Caranaíba - MG,3341,2013
3113107,Caranaíba - MG,3330,2014
3113107,Caranaíba - MG,3319,2015
3113107,Caranaíba - MG,3309,2016
3113107,Caranaíba - MG,3299,2017
3113107,Caranaíba - MG,3200,2018
3113107,Caranaíba - MG,3183,2019
3113107,Caranaíba - MG,3166,2020
3113107,Caranaíba - MG,3150,2021
3113107,Caranaíba - MG,2933,2022
3113107,Caranaíba - MG,2933,2023
3113206,Carandaí - MG,23346,2010
3113206,Carandaí - MG,23522,2011
3113206,Carandaí - MG,23692,2012
3113206,Carandaí - MG,24594,2013
3113206,Carandaí - MG,24864,2014
3113206,Carandaí - MG,25044,2015
3113206,Carandaí - MG,25214,2016
3113206,Carandaí - MG,25376,2017
3113206,Carandaí - MG,25327,2018
3113206,Carandaí - MG,25501,2019
3113206,Carandaí - MG,25669,2020
3113206,Carandaí - MG,25831,2021
3113206,Carandaí - MG,23812,2022
3113206,Carandaí - MG,23812,2023
3113305,Carangola - MG,32296,2010
3113305,Carangola - MG,32325,2011
3113305,Carangola - MG,32353,2012
3113305,Carangola - MG,33358,2013
3113305,Carangola - MG,33412,2014
3113305,Carangola - MG,33463,2015
3113305,Carangola - MG,33513,2016
3113305,Carangola - MG,33559,2017
3113305,Carangola - MG,32988,2018
3113305,Carangola - MG,33000,2019
3113305,Carangola - MG,33011,2020
3113305,Carangola - MG,33022,2021
3113305,Carangola - MG,31240,2022
3113305,Carangola - MG,31240,2023
3113404,Caratinga - MG,85239,2010
3113404,Caratinga - MG,85811,2011
3113404,Caratinga - MG,86364,2012
3113404,Caratinga - MG,89578,2013
3113404,Caratinga - MG,90192,2014
3113404,Caratinga - MG,90782,2015
3113404,Caratinga - MG,91342,2016
3113404,Caratinga - MG,91841,2017
3113404,Caratinga - MG,91503,2018
3113404,Caratinga - MG,92062,2019
3113404,Caratinga - MG,92603,2020
3113404,Caratinga - MG,93124,2021
3113404,Caratinga - MG,87360,2022
3113404,Caratinga - MG,87360,2023
3113503,Carbonita - MG,9148,2010
3113503,Carbonita - MG,9162,2011
3113503,Carbonita - MG,9176,2012
3113503,Carbonita - MG,9467,2013
3113503,Carbonita - MG,9487,2014
3113503,Carbonita - MG,9507,2015
3113503,Carbonita - MG,9526,2016
3113503,Carbonita - MG,9544,2017
3113503,Carbonita - MG,9396,2018
3113503,Carbonita - MG,9405,2019
3113503,Carbonita - MG,9414,2020
3113503,Carbonita - MG,9423,2021
3113503,Carbonita - MG,8512,2022
3113503,Carbonita - MG,8512,2023
3113602,Careaçu - MG,6298,2010
3113602,Careaçu - MG,6336,2011
3113602,Careaçu - MG,6372,2012
3113602,Careaçu - MG,6604,2013
3113602,Careaçu - MG,6645,2014
3113602,Careaçu - MG,6684,2015
3113602,Careaçu - MG,6721,2016
3113602,Careaçu - MG,6757,2017
3113602,Careaçu - MG,6721,2018
3113602,Careaçu - MG,6757,2019
3113602,Careaçu - MG,6792,2020
3113602,Careaçu - MG,6826,2021
3113602,Careaçu - MG,6816,2022
3113602,Careaçu - MG,6816,2023
3113701,Carlos Chagas - MG,20069,2010
3113701,Carlos Chagas - MG,19922,2011
3113701,Carlos Chagas - MG,19779,2012
3113701,Carlos Chagas - MG,20214,2013
3113701,Carlos Chagas - MG,20090,2014
3113701,Carlos Chagas - MG,19971,2015
3113701,Carlos Chagas - MG,19857,2016
3113701,Carlos Chagas - MG,19750,2017
3113701,Carlos Chagas - MG,19007,2018
3113701,Carlos Chagas - MG,18837,2019
3113701,Carlos Chagas - MG,18674,2020
3113701,Carlos Chagas - MG,18516,2021
3113701,Carlos Chagas - MG,18615,2022
3113701,Carlos Chagas - MG,18615,2023
3113800,Carmésia - MG,2446,2010
3113800,Carmésia - MG,2462,2011
3113800,Carmésia - MG,2477,2012
3113800,Carmésia - MG,2567,2013
3113800,Carmésia - MG,2584,2014
3113800,Carmésia - MG,2600,2015
3113800,Carmésia - MG,2615,2016
3113800,Carmésia - MG,2629,2017
3113800,Carmésia - MG,2617,2018
3113800,Carmésia - MG,2632,2019
3113800,Carmésia - MG,2646,2020
3113800,Carmésia - MG,2660,2021
3113800,Carmésia - MG,2605,2022
3113800,Carmésia - MG,2605,2023
3113909,Carmo da Cachoeira - MG,11836,2010
3113909,Carmo da Cachoeira - MG,11855,2011
3113909,Carmo da Cachoeira - MG,11872,2012
3113909,Carmo da Cachoeira - MG,12249,2013
3113909,Carmo da Cachoeira - MG,12276,2014
3113909,Carmo da Cachoeira - MG,12302,2015
3113909,Carmo da Cachoeira - MG,12326,2016
3113909,Carmo da Cachoeira - MG,12350,2017
3113909,Carmo da Cachoeira - MG,12158,2018
3113909,Carmo da Cachoeira - MG,12170,2019
3113909,Carmo da Cachoeira - MG,12182,2020
3113909,Carmo da Cachoeira - MG,12193,2021
3113909,Carmo da Cachoeira - MG,11547,2022
3113909,Carmo da Cachoeira - MG,11547,2023
3114006,Carmo da Mata - MG,10927,2010
3114006,Carmo da Mata - MG,10968,2011
3114006,Carmo da Mata - MG,11007,2012
3114006,Carmo da Mata - MG,11382,2013
3114006,Carmo da Mata - MG,11429,2014
3114006,Carmo da Mata - MG,11475,2015
3114006,Carmo da Mata - MG,11518,2016
3114006,Carmo da Mata - MG,11559,2017
3114006,Carmo da Mata - MG,11439,2018
3114006,Carmo da Mata - MG,11476,2019
3114006,Carmo da Mata - MG,11511,2020
3114006,Carmo da Mata - MG,11546,2021
3114006,Carmo da Mata - MG,11019,2022
3114006,Carmo da Mata - MG,11019,2023
3114105,Carmo de Minas - MG,13750,2010
3114105,Carmo de Minas - MG,13843,2011
3114105,Carmo de Minas - MG,13932,2012
3114105,Carmo de Minas - MG,14451,2013
3114105,Carmo de Minas - MG,14550,2014
3114105,Carmo de Minas - MG,14645,2015
3114105,Carmo de Minas - MG,14736,2016
3114105,Carmo de Minas - MG,14822,2017
3114105,Carmo de Minas - MG,14769,2018
3114105,Carmo de Minas - MG,14859,2019
3114105,Carmo de Minas - MG,14947,2020
3114105,Carmo de Minas - MG,15031,2021
3114105,Carmo de Minas - MG,13797,2022
3114105,Carmo de Minas - MG,13797,2023
3114204,Carmo do Cajuru - MG,20012,2010
3114204,Carmo do Cajuru - MG,20232,2011
3114204,Carmo do Cajuru - MG,20444,2012
3114204,Carmo do Cajuru - MG,21294,2013
3114204,Carmo do Cajuru - MG,21519,2014
3114204,Carmo do Cajuru - MG,21735,2015
3114204,Carmo do Cajuru - MG,21941,2016
3114204,Carmo do Cajuru - MG,22136,2017
3114204,Carmo do Cajuru - MG,22257,2018
3114204,Carmo do Cajuru - MG,22478,2019
3114204,Carmo do Cajuru - MG,22693,2020
3114204,Carmo do Cajuru - MG,22900,2021
3114204,Carmo do Cajuru - MG,23479,2022
3114204,Carmo do Cajuru - MG,23479,2023
3114303,Carmo do Paranaíba - MG,29735,2010
3114303,Carmo do Paranaíba - MG,29757,2011
3114303,Carmo do Paranaíba - MG,29777,2012
3114303,Carmo do Paranaíba - MG,30695,2013
3114303,Carmo do Paranaíba - MG,30739,2014
3114303,Carmo do Paranaíba - MG,30782,2015
3114303,Carmo do Paranaíba - MG,30823,2016
3114303,Carmo do Paranaíba - MG,30861,2017
3114303,Carmo do Paranaíba - MG,30324,2018
3114303,Carmo do Paranaíba - MG,30329,2019
3114303,Carmo do Paranaíba - MG,30334,2020
3114303,Carmo do Paranaíba - MG,30339,2021
3114303,Carmo do Paranaíba - MG,29011,2022
3114303,Carmo do Paranaíba - MG,29011,2023
3114402,Carmo do Rio Claro - MG,20426,2010
3114402,Carmo do Rio Claro - MG,20480,2011
3114402,Carmo do Rio Claro - MG,20531,2012
3114402,Carmo do Rio Claro - MG,21206,2013
3114402,Carmo do Rio Claro - MG,21273,2014
3114402,Carmo do Rio Claro - MG,21338,2015
3114402,Carmo do Rio Claro - MG,21400,2016
3114402,Carmo do Rio Claro - MG,21458,2017
3114402,Carmo do Rio Claro - MG,21180,2018
3114402,Carmo do Rio Claro - MG,21225,2019
3114402,Carmo do Rio Claro - MG,21268,2020
3114402,Carmo do Rio Claro - MG,21310,2021
3114402,Carmo do Rio Claro - MG,20954,2022
3114402,Carmo do Rio Claro - MG,20954,2023
3114501,Carmópolis de Minas - MG,17048,2010
3114501,Carmópolis de Minas - MG,17256,2011
3114501,Carmópolis de Minas - MG,17456,2012
3114501,Carmópolis de Minas - MG,18205,2013
3114501,Carmópolis de Minas - MG,18416,2014
3114501,Carmópolis de Minas - MG,18619,2015
3114501,Carmópolis de Minas - MG,18812,2016
3114501,Carmópolis de Minas - MG,18995,2017
3114501,Carmópolis de Minas - MG,19144,2018
3114501,Carmópolis de Minas - MG,19355,2019
3114501,Carmópolis de Minas - MG,19559,2020
3114501,Carmópolis de Minas - MG,19756,2021
3114501,Carmópolis de Minas - MG,18003,2022
3114501,Carmópolis de Minas - MG,18003,2023
3114550,Carneirinho - MG,9471,2010
3114550,Carneirinho - MG,9515,2011
3114550,Carneirinho - MG,9556,2012
3114550,Carneirinho - MG,9890,2013
3114550,Carneirinho - MG,9939,2014
3114550,Carneirinho - MG,9985,2015
3114550,Carneirinho - MG,10030,2016
3114550,Carneirinho - MG,10072,2017
3114550,Carneirinho - MG,9986,2018
3114550,Carneirinho - MG,10027,2019
3114550,Carneirinho - MG,10066,2020
3114550,Carneirinho - MG,10103,2021
3114550,Carneirinho - MG,9422,2022
3114550,Carneirinho - MG,9422,2023
3114600,Carrancas - MG,3948,2010
3114600,Carrancas - MG,3953,2011
3114600,Carrancas - MG,3958,2012
3114600,Carrancas - MG,4081,2013
3114600,Carrancas - MG,4089,2014
3114600,Carrancas - MG,4096,2015
3114600,Carrancas - MG,4103,2016
3114600,Carrancas - MG,4110,2017
3114600,Carrancas - MG,4044,2018
3114600,Carrancas - MG,4047,2019
3114600,Carrancas - MG,4049,2020
3114600,Carrancas - MG,4052,2021
3114600,Carrancas - MG,4049,2022
3114600,Carrancas - MG,4049,2023
3114709,Carvalhópolis - MG,3341,2010
3114709,Carvalhópolis - MG,3361,2011
3114709,Carvalhópolis - MG,3380,2012
3114709,Carvalhópolis - MG,3502,2013
3114709,Carvalhópolis - MG,3523,2014
3114709,Carvalhópolis - MG,3544,2015
3114709,Carvalhópolis - MG,3563,2016
3114709,Carvalhópolis - MG,3581,2017
3114709,Carvalhópolis - MG,3560,2018
3114709,Carvalhópolis - MG,3579,2019
3114709,Carvalhópolis - MG,3597,2020
3114709,Carvalhópolis - MG,3614,2021
3114709,Carvalhópolis - MG,3341,2022
3114709,Carvalhópolis - MG,3341,2023
3114808,Carvalhos - MG,4556,2010
3114808,Carvalhos - MG,4543,2011
3114808,Carvalhos - MG,4530,2012
