codigo_municipio,nome_municipio,populacao,ano
3100104,Abadia dos Dourados - MG,6704,2010
3100104,Abadia dos Dourados - MG,6724,2011
3100104,Abadia dos Dourados - MG,6743,2012
3100104,Abadia dos Dourados - MG,6967,2013
3100104,Abadia dos Dourados - MG,6992,2014
3100104,Abadia dos Dourados - MG,7015,2015
3100104,Abadia dos Dourados - MG,7037,2016
3100104,Abadia dos Dourados - MG,7059,2017
3100104,Abadia dos Dourados - MG,6972,2018
3100104,Abadia dos Dourados - MG,6989,2019
3100104,Abadia dos Dourados - MG,7006,2020
3100104,Abadia dos Dourados - MG,7022,2021
3100104,Abadia dos Dourados - MG,6272,2022
3100104,Abadia dos Dourados - MG,6272,2023
3100203,Abaeté - MG,22690,2010
3100203,Abaeté - MG,22716,2011
3100203,Abaeté - MG,22740,2012
3100203,Abaeté - MG,23451,2013
3100203,Abaeté - MG,23494,2014
3100203,Abaeté - MG,23535,2015
3100203,Abaeté - MG,23574,2016
3100203,Abaeté - MG,23611,2017
3100203,Abaeté - MG,23223,2018
3100203,Abaeté - MG,23237,2019
3100203,Abaeté - MG,23250,2020
3100203,Abaeté - MG,23263,2021
3100203,Abaeté - MG,22675,2022
3100203,Abaeté - MG,22675,2023
3100302,Abre Campo - MG,13311,2010
3100302,Abre Campo - MG,13309,2011
3100302,Abre Campo - MG,13306,2012
3100302,Abre Campo - MG,13703,2013
3100302,Abre Campo - MG,13711,2014
3100302,Abre Campo - MG,13719,2015
3100302,Abre Campo - MG,13726,2016
3100302,Abre Campo - MG,13733,2017
3100302,Abre Campo - MG,13465,2018
3100302,Abre Campo - MG,13454,2019
3100302,Abre Campo - MG,13444,2020
3100302,Abre Campo - MG,13434,2021
3100302,Abre Campo - MG,13927,2022
3100302,Abre Campo - MG,13927,2023
3100401,Acaiaca - MG,3920,2010
3100401,Acaiaca - MG,3923,2011
3100401,Acaiaca - MG,3925,2012
3100401,Acaiaca - MG,4045,2013
3100401,Acaiaca - MG,4050,2014
3100401,Acaiaca - MG,4056,2015
3100401,Acaiaca - MG,4061,2016
3100401,Acaiaca - MG,4065,2017
3100401,Acaiaca - MG,3994,2018
3100401,Acaiaca - MG,3994,2019
3100401,Acaiaca - MG,3994,2020
3100401,Acaiaca - MG,3995,2021
3100401,Acaiaca - MG,3909,2022
3100401,Acaiaca - MG,3909,2023
3100500,Açucena - MG,10276,2010
3100500,Açucena - MG,10183,2011
3100500,Açucena - MG,10093,2012
3100500,Açucena - MG,10297,2013
3100500,Açucena - MG,10216,2014
3100500,Açucena - MG,10140,2015
3100500,Açucena - MG,10066,2016
3100500,Açucena - MG,9997,2017
3100500,Açucena - MG,9575,2018
3100500,Açucena - MG,9470,2019
3100500,Açucena - MG,9368,2020
3100500,Açucena - MG,9270,2021
3100500,Açucena - MG,8943,2022
3100500,Açucena - MG,8943,2023
3100609,Água Boa - MG,15195,2010
3100609,Água Boa - MG,14996,2011
3100609,Água Boa - MG,14803,2012
3100609,Água Boa - MG,15034,2013
3100609,Água Boa - MG,14856,2014
3100609,Água Boa - MG,14686,2015
3100609,Água Boa - MG,14524,2016
3100609,Água Boa - MG,14370,2017
3100609,Água Boa - MG,13600,2018
3100609,Água Boa - MG,13735,2019
3100609,Água Boa - MG,13523,2020
3100609,Água Boa - MG,13319,2021
3100609,Água Boa - MG,12589,2022
3100609,Água Boa - MG,12589,2023
3100708,Água Comprida - MG,2025,2010
3100708,Água Comprida - MG,2020,2011
3100708,Água Comprida - MG,2015,2012
3100708,Água Comprida - MG,2070,2013
3100708,Água Comprida - MG,2067,2014
3100708,Água Comprida - MG,2064,2015
3100708,Água Comprida - MG,2061,2016
3100708,Água Comprida - MG,2058,2017
3100708,Água Comprida - MG,2005,2018
3100708,Água Comprida - MG,1999,2019
3100708,Água Comprida - MG,1992,2020
3100708,Água Comprida - MG,1986,2021
3100708,Água Comprida - MG,2108,2022
3100708,Água Comprida - MG,2108,2023
3100807,Aguanil - MG,4054,2010
3100807,Aguanil - MG,4092,2011
3100807,Aguanil - MG,4129,2012
3100807,Aguanil - MG,4293,2013
3100807,Aguanil - MG,4332,2014
3100807,Aguanil - MG,4370,2015
3100807,Aguanil - MG,4406,2016
3100807,Aguanil - MG,4440,2017
3100807,Aguanil - MG,4448,2018
3100807,Aguanil - MG,4486,2019
3100807,Aguanil - MG,4522,2020
3100807,Aguanil - MG,4557,2021
3100807,Aguanil - MG,4357,2022
3100807,Aguanil - MG,4357,2023
3100906,Águas Formosas - MG,18479,2010
3100906,Águas Formosas - MG,18528,2011
3100906,Águas Formosas - MG,18575,2012
3100906,Águas Formosas - MG,19186,2013
3100906,Águas Formosas - MG,19248,2014
3100906,Águas Formosas - MG,19307,2015
3100906,Águas Formosas - MG,19363,2016
3100906,Águas Formosas - MG,19416,2017
3100906,Águas Formosas - MG,19166,2018
3100906,Águas Formosas - MG,19207,2019
3100906,Águas Formosas - MG,19247,2020
3100906,Águas Formosas - MG,19285,2021
3100906,Águas Formosas - MG,18448,2022
3100906,Águas Formosas - MG,18448,2023
3101003,Águas Vermelhas - MG,12722,2010
3101003,Águas Vermelhas - MG,12787,2011
3101003,Águas Vermelhas - MG,12850,2012
3101003,Águas Vermelhas - MG,13306,2013
3101003,Águas Vermelhas - MG,13378,2014
3101003,Águas Vermelhas - MG,13447,2015
3101003,Águas Vermelhas - MG,13513,2016
3101003,Águas Vermelhas - MG,13576,2017
3101003,Águas Vermelhas - MG,13477,2018
3101003,Águas Vermelhas - MG,13539,2019
3101003,Águas Vermelhas - MG,13599,2020
3101003,Águas Vermelhas - MG,13656,2021
3101003,Águas Vermelhas - MG,14037,2022
3101003,Águas Vermelhas - MG,14037,2023
3101102,Aimorés - MG,24959,2010
3101102,Aimorés - MG,24948,2011
3101102,Aimorés - MG,24937,2012
3101102,Aimorés - MG,25675,2013
3101102,Aimorés - MG,25685,2014
3101102,Aimorés - MG,25694,2015
3101102,Aimorés - MG,25703,2016
3101102,Aimorés - MG,25711,2017
3101102,Aimorés - MG,25193,2018
3101102,Aimorés - MG,25167,2019
3101102,Aimorés - MG,25141,2020
3101102,Aimorés - MG,25116,2021
3101102,Aimorés - MG,25269,2022
3101102,Aimorés - MG,25269,2023
3101201,Aiuruoca - MG,6162,2010
3101201,Aiuruoca - MG,6139,2011
3101201,Aiuruoca - MG,6116,2012
3101201,Aiuruoca - MG,6274,2013
3101201,Aiuruoca - MG,6257,2014
3101201,Aiuruoca - MG,6240,2015
3101201,Aiuruoca - MG,6224,2016
3101201,Aiuruoca - MG,6209,2017
3101201,Aiuruoca - MG,6032,2018
3101201,Aiuruoca - MG,6003,2019
3101201,Aiuruoca - MG,5976,2020
3101201,Aiuruoca - MG,5949,2021
3101201,Aiuruoca - MG,6233,2022
3101201,Aiuruoca - MG,6233,2023
3101300,Alagoa - MG,2709,2010
3101300,Alagoa - MG,2703,2011
3101300,Alagoa - MG,2696,2012
3101300,Alagoa - MG,2768,2013
3101300,Alagoa - MG,2764,2014
3101300,Alagoa - MG,2760,2015
3101300,Alagoa - MG,2756,2016
3101300,Alagoa - MG,2752,2017
3101300,Alagoa - MG,2683,2018
3101300,Alagoa - MG,2674,2019
3101300,Alagoa - MG,2665,2020
3101300,Alagoa - MG,2657,2021
3101300,Alagoa - MG,2749,2022
3101300,Alagoa - MG,2749,2023
3101409,Albertina - MG,2913,2010
3101409,Albertina - MG,2919,2011
3101409,Albertina - MG,2924,2012
3101409,Albertina - MG,3018,2013
3101409,Albertina - MG,3025,2014
3101409,Albertina - MG,3033,2015
3101409,Albertina - MG,3040,2016
3101409,Albertina - MG,3046,2017
3101409,Albertina - MG,3003,2018
3101409,Albertina - MG,3007,2019
3101409,Albertina - MG,3011,2020
3101409,Albertina - MG,3015,2021
3101409,Albertina - MG,2952,2022
3101409,Albertina - MG,2952,2023
3101508,Além Paraíba - MG,34349,2010
3101508,Além Paraíba - MG,34406,2011
3101508,Além Paraíba - MG,34461,2012
3101508,Além Paraíba - MG,35559,2013
3101508,Além Paraíba - MG,35641,2014
3101508,Além Paraíba - MG,35720,2015
3101508,Além Paraíba - MG,35795,2016
3101508,Além Paraíba - MG,35866,2017
3101508,Além Paraíba - MG,35321,2018
3101508,Além Paraíba - MG,35362,2019
3101508,Além Paraíba - MG,35401,2020
3101508,Além Paraíba - MG,35438,2021
3101508,Além Paraíba - MG,30717,2022
3101508,Além Paraíba - MG,30717,2023
3101607,Alfenas - MG,73774,2010
3101607,Alfenas - MG,74298,2011
3101607,Alfenas - MG,74804,2012
3101607,Alfenas - MG,77618,2013
3101607,Alfenas - MG,78176,2014
3101607,Alfenas - MG,78712,2015
3101607,Alfenas - MG,79222,2016
3101607,Alfenas - MG,79707,2017
3101607,Alfenas - MG,79481,2018
3101607,Alfenas - MG,79996,2019
3101607,Alfenas - MG,80494,2020
3101607,Alfenas - MG,80973,2021
3101607,Alfenas - MG,78970,2022
3101607,Alfenas - MG,78970,2023
3101631,Alfredo Vasconcelos - MG,6075,2010
3101631,Alfredo Vasconcelos - MG,6150,2011
3101631,Alfredo Vasconcelos - MG,6223,2012
3101631,Alfredo Vasconcelos - MG,6490,2013
3101631,Alfredo Vasconcelos - MG,6566,2014
3101631,Alfredo Vasconcelos - MG,6639,2015
3101631,Alfredo Vasconcelos - MG,6709,2016
3101631,Alfredo Vasconcelos - MG,6775,2017
3101631,Alfredo Vasconcelos - MG,6831,2018
3101631,Alfredo Vasconcelos - MG,6907,2019
3101631,Alfredo Vasconcelos - MG,6981,2020
3101631,Alfredo Vasconcelos - MG,7052,2021
3101631,Alfredo Vasconcelos - MG,6931,2022
3101631,Alfredo Vasconcelos - MG,6931,2023
3101706,Almenara - MG,38775,2010
3101706,Almenara - MG,39036,2011
3101706,Almenara - MG,39287,2012
3101706,Almenara - MG,40749,2013
3101706,Almenara - MG,41028,2014
3101706,Almenara - MG,41296,2015
3101706,Almenara - MG,41552,2016
3101706,Almenara - MG,41794,2017
3101706,Almenara - MG,41642,2018
3101706,Almenara - MG,41896,2019
3101706,Almenara - MG,42143,2020
3101706,Almenara - MG,42380,2021
3101706,Almenara - MG,40364,2022
3101706,Almenara - MG,40364,2023
3101805,Alpercata - MG,7172,2010
3101805,Alpercata - MG,7188,2011
3101805,Alpercata - MG,7204,2012
3101805,Alpercata - MG,7437,2013
3101805,Alpercata - MG,7458,2014
3101805,Alpercata - MG,7478,2015
3101805,Alpercata - MG,7497,2016
3101805,Alpercata - MG,7515,2017
3101805,Alpercata - MG,7411,2018
3101805,Alpercata - MG,7424,2019
3101805,Alpercata - MG,7436,2020
3101805,Alpercata - MG,7448,2021
3101805,Alpercata - MG,6903,2022
3101805,Alpercata - MG,6903,2023
3101904,Alpinópolis - MG,18488,2010
3101904,Alpinópolis - MG,18600,2011
3101904,Alpinópolis - MG,18709,2012
3101904,Alpinópolis - MG,19391,2013
3101904,Alpinópolis - MG,19513,2014
3101904,Alpinópolis - MG,19630,2015
3101904,Alpinópolis - MG,19741,2016
3101904,Alpinópolis - MG,19846,2017
3101904,Alpinópolis - MG,19745,2018
3101904,Alpinópolis - MG,19853,2019
3101904,Alpinópolis - MG,19958,2020
3101904,Alpinópolis - MG,20059,2021
3101904,Alpinópolis - MG,18300,2022
3101904,Alpinópolis - MG,18300,2023
3102001,Alterosa - MG,13717,2010
3102001,Alterosa - MG,13774,2011
3102001,Alterosa - MG,13829,2012
3102001,Alterosa - MG,14306,2013
3102001,Alterosa - MG,14371,2014
3102001,Alterosa - MG,14434,2015
3102001,Alterosa - MG,14494,2016
3102001,Alterosa - MG,14551,2017
3102001,Alterosa - MG,14414,2018
3102001,Alterosa - MG,14466,2019
3102001,Alterosa - MG,14517,2020
3102001,Alterosa - MG,14566,2021
3102001,Alterosa - MG,13915,2022
3102001,Alterosa - MG,13915,2023
3102050,Alto Caparaó - MG,5297,2010
3102050,Alto Caparaó - MG,5345,2011
3102050,Alto Caparaó - MG,5392,2012
3102050,Alto Caparaó - MG,5605,2013
3102050,Alto Caparaó - MG,5655,2014
3102050,Alto Caparaó - MG,5702,2015
3102050,Alto Caparaó - MG,5748,2016
3102050,Alto Caparaó - MG,5791,2017
3102050,Alto Caparaó - MG,5799,2018
3102050,Alto Caparaó - MG,5847,2019
3102050,Alto Caparaó - MG,5894,2020
3102050,Alto Caparaó - MG,5938,2021
3102050,Alto Caparaó - MG,5795,2022
3102050,Alto Caparaó - MG,5795,2023
3102100,Alto Rio Doce - MG,12159,2010
3102100,Alto Rio Doce - MG,12029,2011
3102100,Alto Rio Doce - MG,11903,2012
3102100,Alto Rio Doce - MG,12120,2013
3102100,Alto Rio Doce - MG,12006,2014
3102100,Alto Rio Doce - MG,11896,2015
3102100,Alto Rio Doce - MG,11792,2016
3102100,Alto Rio Doce - MG,11693,2017
3102100,Alto Rio Doce - MG,11146,2018
3102100,Alto Rio Doce - MG,11000,2019
3102100,Alto Rio Doce - MG,10859,2020
3102100,Alto Rio Doce - MG,10723,2021
3102100,Alto Rio Doce - MG,10891,2022
3102100,Alto Rio Doce - MG,10891,2023
3102209,Alvarenga - MG,4444,2010
3102209,Alvarenga - MG,4386,2011
3102209,Alvarenga - MG,4329,2012
3102209,Alvarenga - MG,4395,2013
3102209,Alvarenga - MG,4343,2014
3102209,Alvarenga - MG,4292,2015
3102209,Alvarenga - MG,4245,2016
3102209,Alvarenga - MG,4199,2017
3102209,Alvarenga - MG,3973,2018
3102209,Alvarenga - MG,3907,2019
3102209,Alvarenga - MG,3844,2020
3102209,Alvarenga - MG,3783,2021
3102209,Alvarenga - MG,3975,2022
3102209,Alvarenga - MG,3975,2023
3102308,Alvinópolis - MG,15261,2010
3102308,Alvinópolis - MG,15236,2011
3102308,Alvinópolis - MG,15212,2012
3102308,Alvinópolis - MG,15642,2013
3102308,Alvinópolis - MG,15630,2014
3102308,Alvinópolis - MG,15619,2015
3102308,Alvinópolis - MG,15609,2016
3102308,Alvinópolis - MG,15599,2017
3102308,Alvinópolis - MG,15239,2018
3102308,Alvinópolis - MG,15203,2019
3102308,Alvinópolis - MG,15169,2020
3102308,Alvinópolis - MG,15135,2021
3102308,Alvinópolis - MG,15059,2022
3102308,Alvinópolis - MG,15059,2023
3102407,Alvorada de Minas - MG,3546,2010
3102407,Alvorada de Minas - MG,3548,2011
3102407,Alvorada de Minas - MG,3549,2012
3102407,Alvorada de Minas - MG,3657,2013
3102407,Alvorada de Minas - MG,3661,2014
3102407,Alvorada de Minas - MG,3666,2015
3102407,Alvorada de Minas - MG,3669,2016
3102407,Alvorada de Minas - MG,3673,2017
3102407,Alvorada de Minas - MG,3606,2018
3102407,Alvorada de Minas - MG,3606,2019
3102407,Alvorada de Minas - MG,3605,2020
3102407,Alvorada de Minas - MG,3605,2021
3102407,Alvorada de Minas - MG,4159,2022
3102407,Alvorada de Minas - MG,4159,2023
3102506,Amparo do Serra - MG,5053,2010
3102506,Amparo do Serra - MG,5021,2011
3102506,Amparo do Serra - MG,4910,2012
3102506,Amparo do Serra - MG,5023,2013
3102506,Amparo do Serra - MG,4997,2014
3102506,Amparo do Serra - MG,4971,2015
3102506,Amparo do Serra - MG,4947,2016
3102506,Amparo do Serra - MG,4924,2017
3102506,Amparo do Serra - MG,4751,2018
3102506,Amparo do Serra - MG,4713,2019
3102506,Amparo do Serra - MG,4678,2020
3102506,Amparo do Serra - MG,4643,2021
3102506,Amparo do Serra - MG,4541,2022
3102506,Amparo do Serra - MG,4541,2023
3102605,Andradas - MG,37270,2010
3102605,Andradas - MG,37601,2011
3102605,Andradas - MG,37920,2012
3102605,Andradas - MG,39416,2013
3102605,Andradas - MG,39761,2014
3102605,Andradas - MG,40092,2015
3102605,Andradas - MG,40407,2016
3102605,Andradas - MG,40706,2017
3102605,Andradas - MG,40747,2018
3102605,Andradas - MG,41077,2019
3102605,Andradas - MG,41396,2020
3102605,Andradas - MG,41704,2021
3102605,Andradas - MG,40553,2022
3102605,Andradas - MG,40553,2023
3102704,Cachoeira de Pajeú - MG,8959,2010
3102704,Cachoeira de Pajeú - MG,8993,2011
3102704,Cachoeira de Pajeú - MG,9025,2012
3102704,Cachoeira de Pajeú - MG,9333,2013
3102704,Cachoeira de Pajeú - MG,9372,2014
3102704,Cachoeira de Pajeú - MG,9410,2015
3102704,Cachoeira de Pajeú - MG,9445,2016
3102704,Cachoeira de Pajeú - MG,9479,2017
3102704,Cachoeira de Pajeú - MG,9382,2018
3102704,Cachoeira de Pajeú - MG,9412,2019
3102704,Cachoeira de Pajeú - MG,9442,2020
3102704,Cachoeira de Pajeú - MG,9470,2021
3102704,Cachoeira de Pajeú - MG,9110,2022
3102704,Cachoeira de Pajeú - MG,9110,2023
3102803,Andrelândia - MG,12173,2010
3102803,Andrelândia - MG,12163,2011
3102803,Andrelândia - MG,12153,2012
3102803,Andrelândia - MG,12507,2013
3102803,Andrelândia - MG,12507,2014
3102803,Andrelândia - MG,12507,2015
3102803,Andrelândia - MG,12507,2016
3102803,Andrelândia - MG,12507,2017
3102803,Andrelândia - MG,12242,2018
3102803,Andrelândia - MG,12224,2019
3102803,Andrelândia - MG,12206,2020
3102803,Andrelândia - MG,12189,2021
3102803,Andrelândia - MG,11927,2022
3102803,Andrelândia - MG,11927,2023
3102852,Angelândia - MG,8003,2010
3102852,Angelândia - MG,8045,2011
3102852,Angelândia - MG,8084,2012
3102852,Angelândia - MG,8371,2013
3102852,Angelândia - MG,8416,2014
3102852,Angelândia - MG,8460,2015
3102852,Angelândia - MG,8502,2016
3102852,Angelândia - MG,8541,2017
3102852,Angelândia - MG,8481,2018
3102852,Angelândia - MG,8520,2019
3102852,Angelândia - MG,8557,2020
3102852,Angelândia - MG,8594,2021
3102852,Angelândia - MG,7718,2022
3102852,Angelândia - MG,7718,2023
3102902,Antônio Carlos - MG,11114,2010
3102902,Antônio Carlos - MG,11133,2011
3102902,Antônio Carlos - MG,11151,2012
3102902,Antônio Carlos - MG,11507,2013
3102902,Antônio Carlos - MG,11534,2014
3102902,Antônio Carlos - MG,11560,2015
3102902,Antônio Carlos - MG,11584,2016
3102902,Antônio Carlos - MG,11608,2017
3102902,Antônio Carlos - MG,11432,2018
3102902,Antônio Carlos - MG,11445,2019
3102902,Antônio Carlos - MG,11459,2020
3102902,Antônio Carlos - MG,11471,2021
3102902,Antônio Carlos - MG,11095,2022
3102902,Antônio Carlos - MG,11095,2023
3103009,Antônio Dias - MG,9565,2010
3103009,Antônio Dias - MG,9529,2011
3103009,Antônio Dias - MG,9493,2012
3103009,Antônio Dias - MG,9738,2013
3103009,Antônio Dias - MG,9711,2014
3103009,Antônio Dias - MG,9685,2015
3103009,Antônio Dias - MG,9660,2016
3103009,Antônio Dias - MG,9637,2017
3103009,Antônio Dias - MG,9363,2018
3103009,Antônio Dias - MG,9318,2019
3103009,Antônio Dias - MG,9275,2020
3103009,Antônio Dias - MG,9233,2021
3103009,Antônio Dias - MG,9219,2022
3103009,Antônio Dias - MG,9219,2023
3103108,Antônio Prado de Minas - MG,1671,2010
3103108,Antônio Prado de Minas - MG,1662,2011
3103108,Antônio Prado de Minas - MG,1653,2012
3103108,Antônio Prado de Minas - MG,1692,2013
3103108,Antônio Prado de Minas - MG,1685,2014
3103108,Antônio Prado de Minas - MG,1677,2015
3103108,Antônio Prado de Minas - MG,1670,2016
3103108,Antônio Prado de Minas - MG,1664,2017
3103108,Antônio Prado de Minas - MG,1609,2018
3103108,Antônio Prado de Minas - MG,1598,2019
3103108,Antônio Prado de Minas - MG,1587,2020
3103108,Antônio Prado de Minas - MG,1577,2021
3103108,Antônio Prado de Minas - MG,1538,2022
3103108,Antônio Prado de Minas - MG,1538,2023
3103207,Araçaí - MG,2243,2010
3103207,Araçaí - MG,2251,2011
3103207,Araçaí - MG,2258,2012
3103207,Araçaí - MG,2335,2013
3103207,Araçaí - MG,2344,2014
3103207,Araçaí - MG,2352,2015
3103207,Araçaí - MG,2361,2016
3103207,Araçaí - MG,2368,2017
3103207,Araçaí - MG,2341,2018
3103207,Araçaí - MG,2347,2019
3103207,Araçaí - MG,2354,2020
3103207,Araçaí - MG,2360,2021
3103207,Araçaí - MG,2181,2022
3103207,Araçaí - MG,2181,2023
3103306,Aracitaba - MG,2058,2010
3103306,Aracitaba - MG,2056,2011
3103306,Aracitaba - MG,2054,2012
3103306,Aracitaba - MG,2113,2013
3103306,Aracitaba - MG,2112,2014
3103306,Aracitaba - MG,2112,2015
3103306,Aracitaba - MG,2112,2016
3103306,Aracitaba - MG,2111,2017
3103306,Aracitaba - MG,2066,2018
3103306,Aracitaba - MG,2063,2019
3103306,Aracitaba - MG,2059,2020
3103306,Aracitaba - MG,2056,2021
3103306,Aracitaba - MG,2049,2022
3103306,Aracitaba - MG,2049,2023
3103405,Araçuaí - MG,36013,2010
3103405,Araçuaí - MG,36037,2011
3103405,Araçuaí - MG,36059,2012
3103405,Araçuaí - MG,37169,2013
3103405,Araçuaí - MG,37220,2014
3103405,Araçuaí - MG,37270,2015
3103405,Araçuaí - MG,37317,2016
3103405,Araçuaí - MG,37361,2017
3103405,Araçuaí - MG,36705,2018
3103405,Araçuaí - MG,36708,2019
3103405,Araçuaí - MG,36712,2020
3103405,Araçuaí - MG,36715,2021
3103405,Araçuaí - MG,34297,2022
3103405,Araçuaí - MG,34297,2023
3103504,Araguari - MG,109801,2010
3103504,Araguari - MG,110402,2011
3103504,Araguari - MG,110983,2012
3103504,Araguari - MG,114970,2013
3103504,Araguari - MG,115632,2014
3103504,Araguari - MG,116267,2015
3103504,Araguari - MG,116871,2016
3103504,Araguari - MG,117445,2017
3103504,Araguari - MG,116691,2018
3103504,Araguari - MG,117267,2019
3103504,Araguari - MG,117825,2020
3103504,Araguari - MG,118361,2021
3103504,Araguari - MG,117808,2022
3103504,Araguari - MG,117808,2023
3103603,Arantina - MG,2823,2010
3103603,Arantina - MG,2817,2011
3103603,Arantina - MG,2811,2012
3103603,Arantina - MG,2888,2013
3103603,Arantina - MG,2884,2014
3103603,Arantina - MG,2880,2015
3103603,Arantina - MG,2877,2016
3103603,Arantina - MG,2873,2017
3103603,Arantina - MG,2804,2018
3103603,Arantina - MG,2795,2019
3103603,Arantina - MG,2787,2020
3103603,Arantina - MG,2779,2021
3103603,Arantina - MG,2915,2022
3103603,Arantina - MG,2915,2023
3103702,Araponga - MG,8152,2010
3103702,Araponga - MG,8171,2011
3103702,Araponga - MG,8188,2012
3103702,Araponga - MG,8454,2013
3103702,Araponga - MG,8478,2014
3103702,Araponga - MG,8501,2015
3103702,Araponga - MG,8523,2016
3103702,Araponga - MG,8544,2017
3103702,Araponga - MG,8425,2018
3103702,Araponga - MG,8439,2019
3103702,Araponga - MG,8453,2020
3103702,Araponga - MG,8467,2021
3103702,Araponga - MG,8048,2022
3103702,Araponga - MG,8048,2023
3103751,Araporã - MG,6144,2010
3103751,Araporã - MG,6209,2011
3103751,Araporã - MG,6271,2012
3103751,Araporã - MG,6527,2013
3103751,Araporã - MG,6593,2014
3103751,Araporã - MG,6657,2015
3103751,Araporã - MG,6717,2016
3103751,Araporã - MG,6774,2017
3103751,Araporã - MG,6804,2018
3103751,Araporã - MG,6869,2019
3103751,Araporã - MG,6931,2020
3103751,Araporã - MG,6992,2021
3103751,Araporã - MG,8479,2022
3103751,Araporã - MG,8479,2023
3103801,Arapuá - MG,2775,2010
3103801,Arapuá - MG,2778,2011
3103801,Arapuá - MG,2780,2012
3103801,Arapuá - MG,2866,2013
3103801,Arapuá - MG,2870,2014
3103801,Arapuá - MG,2875,2015
3103801,Arapuá - MG,2879,2016
3103801,Arapuá - MG,2883,2017
3103801,Arapuá - MG,2833,2018
3103801,Arapuá - MG,2834,2019
3103801,Arapuá - MG,2835,2020
3103801,Arapuá - MG,2836,2021
3103801,Arapuá - MG,2631,2022
3103801,Arapuá - MG,2631,2023
3103900,Araújos - MG,7883,2010
3103900,Araújos - MG,8011,2011
3103900,Araújos - MG,8135,2012
3103900,Araújos - MG,8517,2013
3103900,Araújos - MG,8645,2014
3103900,Araújos - MG,8768,2015
3103900,Araújos - MG,8885,2016
3103900,Araújos - MG,8996,2017
3103900,Araújos - MG,9142,2018
3103900,Araújos - MG,9273,2019
3103900,Araújos - MG,9401,2020
3103900,Araújos - MG,9523,2021
3103900,Araújos - MG,9199,2022
3103900,Araújos - MG,9199,2023
3104007,Araxá - MG,93672,2010
3104007,Araxá - MG,94799,2011
3104007,Araxá - MG,95888,2012
3104007,Araxá - MG,99986,2013
3104007,Araxá - MG,101136,2014
3104007,Araxá - MG,102238,2015
3104007,Araxá - MG,103287,2016
3104007,Araxá - MG,104283,2017
3104007,Araxá - MG,105083,2018
3104007,Araxá - MG,106229,2019
3104007,Araxá - MG,107337,2020
3104007,Araxá - MG,108403,2021
3104007,Araxá - MG,111691,2022
3104007,Araxá - MG,111691,2023
3104106,Arceburgo - MG,9509,2010
3104106,Arceburgo - MG,9623,2011
3104106,Arceburgo - MG,9732,2012
3104106,Arceburgo - MG,10146,2013
3104106,Arceburgo - MG,10262,2014
3104106,Arceburgo - MG,10373,2015
3104106,Arceburgo - MG,10478,2016
3104106,Arceburgo - MG,10578,2017
3104106,Arceburgo - MG,10657,2018
3104106,Arceburgo - MG,10772,2019
3104106,Arceburgo - MG,10883,2020
3104106,Arceburgo - MG,10990,2021
3104106,Arceburgo - MG,9177,2022
3104106,Arceburgo - MG,9177,2023
3104205,Arcos - MG,36597,2010
3104205,Arcos - MG,36898,2011
3104205,Arcos - MG,37188,2012
3104205,Arcos - MG,38630,2013
3104205,Arcos - MG,38946,2014
3104205,Arcos - MG,39249,2015
3104205,Arcos - MG,39537,2016
3104205,Arcos - MG,39811,2017
3104205,Arcos - MG,39793,2018
3104205,Arcos - MG,40092,2019
3104205,Arcos - MG,40380,2020
3104205,Arcos - MG,40658,2021
3104205,Arcos - MG,41416,2022
3104205,Arcos - MG,41416,2023
3104304,Areado - MG,13731,2010
3104304,Areado - MG,13847,2011
3104304,Areado - MG,13958,2012
3104304,Areado - MG,14503,2013
3104304,Areado - MG,14624,2014
3104304,Areado - MG,14740,2015
3104304,Areado - MG,14851,2016
3104304,Areado - MG,14956,2017
3104304,Areado - MG,14955,2018
3104304,Areado - MG,15070,2019
3104304,Areado - MG,15181,2020
3104304,Areado - MG,15288,2021
3104304,Areado - MG,13881,2022
3104304,Areado - MG,13881,2023
3104403,Argirita - MG,2901,2010
3104403,Argirita - MG,2881,2011
3104403,Argirita - MG,2860,2012
3104403,Argirita - MG,2924,2013
3104403,Argirita - MG,2907,2014
3104403,Argirita - MG,2890,2015
3104403,Argirita - MG,2874,2016
3104403,Argirita - MG,2859,2017
3104403,Argirita - MG,2751,2018
3104403,Argirita - MG,2727,2019
3104403,Argirita - MG,2704,2020
3104403,Argirita - MG,2681,2021
3104403,Argirita - MG,2688,2022
3104403,Argirita - MG,2688,2023
3104452,Aricanduva - MG,4770,2010
3104452,Aricanduva - MG,4810,2011
3104452,Aricanduva - MG,4848,2012
3104452,Aricanduva - MG,5036,2013
3104452,Aricanduva - MG,5078,2014
3104452,Aricanduva - MG,5118,2015
3104452,Aricanduva - MG,5156,2016
3104452,Aricanduva - MG,5192,2017
3104452,Aricanduva - MG,5191,2018
3104452,Aricanduva - MG,5231,2019
3104452,Aricanduva - MG,5269,2020
3104452,Aricanduva - MG,5305,2021
3104452,Aricanduva - MG,4719,2022
3104452,Aricanduva - MG,4719,2023
3104502,Arinos - MG,17674,2010
3104502,Arinos - MG,17672,2011
3104502,Arinos - MG,17669,2012
3104502,Arinos - MG,18198,2013
3104502,Arinos - MG,18210,2014
3104502,Arinos - MG,18221,2015
3104502,Arinos - MG,18232,2016
3104502,Arinos - MG,18243,2017
3104502,Arinos - MG,17888,2018
3104502,Arinos - MG,17875,2019
3104502,Arinos - MG,17862,2020
